judul,link,konten,halaman_sumber_pencarian
"Bahlil Mau Bertemu Sri Mulyani, Bahas Subsidi BBM Bentuk BLT",https://finance.detik.com/energi/d-7658924/bahlil-mau-bertemu-sri-mulyani-bahas-subsidi-bbm-bentuk-blt,"Menteri Energi dan Sumber Daya Mineral (ESDM) Bahlil Lahadalia akan bertemu dengan Menteri Keuangan (Menkeu) Sri Mulyani untuk membahas skema subsidi Bahan Bakar Minyak (BBM) menjadi bantuan langsung tunai (BLT). Bahlil menyebut penyaluran subsidi BBM akan menggunakan dua skema, yakni subsidi barang dan BLT.
Bahlil mengatakan pihaknya akan mendorong agar skema subsidi BBM berupa BLT dapat digelontorkan terlebih dahulu. Hal ini dilakukan sebagai upaya mendongkrak daya beli.
""Kalau ditanya kapan, akan diumumkan, nanti lihat hari dan tanggal yang baik. Kita ingin, habis ini saya akan laporan dengan Menteri Keuangan, untuk yang awal-awalnya mungkin kita dorong dulu untuk bantalan BLT jalan dulu,"" kata Bahlil saat ditemui di kediamannya, Pancoran, Jakarta, Rabu (27/11/2024).
Bahlil menjelaskan penyaluran subsidi BBM dengan dua skema ini merupakan strategi pemerintah agar tepat sasaran. Dia pun memastikan data yang digunakan dalam skema terbaru ini nantinya menggunakan data tunggal.
Bahlil menerangkan data-data penerima subsidi itu dikumpulkan dari data-data kementerian/lembaga (K/L). Kemudian nanti diselaraskan oleh Badan Pusat Statistik (BPS). Dengan cara tersebut, Bahlil optimistis penyaluran subsidi BBM dapat tepat sasaran.
""Dan sekarang, setelah kita exercise oleh BPS, data kita sekarang sudah satu data. Yang pertama kita pastikan adalah satu data. Artinya yang berhak menerima itu pas,"" imbuh Bahlil.
Sebelumnya, Bahlil telah bertemu dengan Presiden Prabowo Subianto terkait rencana tersebut. Dia pun menegaskan tidak ada pencabutan BBM subsidi.
""Oh ya, kemarin sudah (ketemu). Jadi, kemarin kami sudah diterima oleh Bapak Presiden. Dan saya sebagai ketua tim, daripada untuk membuat alternatif tentang subsidi yang tepat sasaran. Jadi isunya, saya ingin menyampaikan kepada teman-teman bahwa tetap subsidi itu tidak dicabut. Tetap semuanya ada subsidi,"" kata Bahlil saat ditemui di kediamannya, Pancoran, Jakarta, Rabu (27/11/2024).
Bahlil menjelaskan kemungkinan akan ada dua skema subsidi BBM, yakni Bantuan Langsung Tunai (BLT) dan subsidi barang. Skema BLT tetap dilakukan, lanjut Bahlil, agar dapat menggairahkan daya beli masyarakat.
Tonton video: Subsidi BBM-Listrik Tak Tepat Sasaran, Bahlil Bakal Kaji Jadi BLT
[Gambas:Video 20detik]",https://www.detik.com/search/searchall?query=blt&page=2
"Bahlil Bocorkan Skema Subsidi BBM, Nggak Semua buat BLT",https://finance.detik.com/energi/d-7658865/bahlil-bocorkan-skema-subsidi-bbm-nggak-semua-buat-blt,"Menteri Energi dan Sumber Daya Mineral (ESDM) Bahlil Lahadalia membawa kabar terbaru terkait progres pembahasan reformasi subsidi energi yang dilakukan pemerintah. Bahlil menyebut skema subsidi BBM baru terbaru sudah ditentukan.
Bahlil mengatakan telah bertemu dengan Presiden Prabowo Subianto terkait rencana tersebut. Dia pun menegaskan tidak ada pencabutan BBM subsidi.
""Oh ya, kemarin sudah (ketemu). Jadi, kemarin kami sudah diterima oleh Bapak Presiden. Dan saya sebagai ketua tim, daripada untuk membuat alternatif tentang subsidi yang tepat sasaran. Jadi isunya, saya ingin menyampaikan kepada teman-teman bahwa tetap subsidi itu tidak dicabut. Tetap semuanya ada subsidi,"" kata Bahlil saat ditemui di kediamannya, Pancoran, Jakarta, Rabu (27/11/2024).
Bahlil menjelaskan kemungkinan akan ada dua skema subsidi BBM, yakni Bantuan Langsung Tunai (BLT) dan subsidi barang. Skema BLT tetap dilakukan, lanjut Bahlil, agar dapat menggairahkan daya beli masyarakat.
""Skemanya ini kemungkinan besar itu blending. Blending antara ada subsidi barang dan sebagian subsidi BLT. Kenapa ini kita lakukan? Agar di samping memang kita menggairahkan daya beli masyarakat, kita juga ingin memastikan bahwa yang menerima ini betul-betul tepat sasaran,""
Bahlil pun menerangkan nantinya Prabowo akan mengumumkan terkait skema terbaru lebih lanjut hingga sasaran subsidi BBM lebih detail. Namun, Bahlil enggan membeberkan kapan pengumuman itu dilakukan.
Lebih lanjut, penerapan skema baru ini sebagai langkah agar penyaluran BBM subsidi tepat sasaran. Bahlil pun memastikan nominal dari dua skema ini tetap adil dan sama.
""Ini bagian dari strategi agar saudara-saudara kita begitu terjadi pergeseran subsidi, ini kan subsidi-nya nggak dicabut, ini kan cuma bergeser saja. Angkanya, volumenya semua sama. Supaya apa? Ada keadilan. Ini dalam rangka Bapak Presiden Prabowo ingin memastikan, bahwa yang berhak menerima itu adalah masyarakat yang berhak,"" jelas Bahlil.
Lihat video: Subsidi BBM-Listrik Tak Tepat Sasaran, Bahlil Bakal Kaji Jadi BLT
[Gambas:Video 20detik]",https://www.detik.com/search/searchall?query=blt&page=3
"Cara Cek Penerima BLT BBM 2025, serta Syarat, Besaran, hingga Skemanya",https://www.detik.com/sulsel/berita/d-7820917/cara-cek-penerima-blt-bbm-2025-serta-syarat-besaran-hingga-skemanya,"Bantuan Langsung Tunai (BLT) Bahan Bakar Minyak (BBM) 2025 akan kembali disalurkan kepada masyarakat yang membutuhkan. Bantuan ini ditujukan bagi masyarakat yang terkena dampak kenaikan harga BBM secara global.
Menukil laman resmi Kementerian Sosial (Kemensos) RI, BLT BBM diberikan untuk meringankan beban serta melindungi daya beli masyarakat prasejahtera akibat inflasi. Adanya bantuan ini diharapkan dapat meringankan beban masyarakat untuk memenuhi kebutuhan harian.
Adapun masyarakat yang menerima bantuan ini harus terdaftar sebagai penerima manfaat bantuan sosial Kemensos. Untuk mengetahuinya, berikut cara mengecek status penerima BLT BBM 2025.
Simak, yuk!
Mengecek status penerima BLT BBM dapat dilakukan di laman resmi atau aplikasi Cek Bansos Kemensos. Agar memudahkan, berikut tata caranya:
Mengutip RRI, terdapat sejumlah syarat atau kriteria yang harus dipenuhi untuk menjadi penerima BLT BBM. Berikut ini rinciannya:
BLT BBM diberikan sebesar Rp 150.000 per bulan untuk masing-masing penerima manfaat. Penyalurannya dilakukan dua tahap setiap dua bulan sekali.
Dengan demikian, satu kali pencairan penerima manfaat akan menerima sebesar Rp 300.000. Adapun bantuan ini disalurkan melalui PT Pos Indonesia atau rekening bank Himbara seperti BRI, BNI, Mandiri, dan BTN.
Dikutip dari Antara, penyaluran BLT BBM 2025 akan menggunakan sistem Government Financial Technology (GFT). Sistem ini digunakan untuk memastikan BLT BBM sampai kepada penerima yang tepat.
Sistem ini dilengkapi dengan fitur barcode yang berguna untuk memantau penggunaan data. Adapun di skema terbaru ini penerima bantuan diwajibkan memiliki rekening bank yang aktif.
Nantinya, penyaluran akan ditransfer langsung ke rekening penerima untuk memudahkan dan mengurangi potensi penyalahgunaan. Badan Pengawasan Keuangan dan Pembangunan (BPKP) akan melakukan audit secara berkala untuk memastikan penyaluran transparan.
Melalui skema ini, pemerintah berupaya mengurangi kebocoran anggaran dan memastikan dana digunakan sesuai peruntukannya.
Jadwal pencairan BLT BBM sampai saat ini belum diumumkan. Meski demikian, mengacu pada jadwal tahun sebelumnya BLT BBM 2025 akan dilaksanakan bertahap agar penyalurannya tepat waktu dan sasaran.
Jadwal penyaluran BBM BLT akan diumumkan oleh Kemensos setelah proses verifikasi data penerima selesai. Namun, saat ini data tersebut masih diolah oleh Badan Pusat Statistik (BPS).
Agar tidak ketinggalan informasi, masyarakat diimbau untuk memantau website, Instagram, dan YouTube Kemensos secara berkala. Klik link berikut untuk pantau laman resmi Kemensos:
Demikianlah ulasan mengenai cara mengecek penerima BLT BBM 2025 lengkap dengan syarat dan jadwal pencairannya. Semoga berguna!",https://www.detik.com/search/searchall?query=blt&page=3
"BLT Mitigasi Risiko Pangan Tak Kunjung Cair, Airlangga Bilang Begini",https://finance.detik.com/berita-ekonomi-bisnis/d-7305129/blt-mitigasi-risiko-pangan-tak-kunjung-cair-airlangga-bilang-begini,"Menteri Koordinator Bidang Perekonomian Airlangga Hartarto buka suara terkait rencana pemberian Bantuan Langsung Tunai (BLT) mitigasi risiko pangan sebesar Rp 600 ribu yang tidak kunjung terealisasi. Pencairan bantuan tersebut selalu mundur dari yang ditargetkan.
Airlangga mengatakan saat ini pencairan BLT mitigasi risiko pangan sedang melihat seluruh postur dari Anggaran Pendapatan dan Belanja Negara (APBN). Ia pun tidak bisa menjanjikan kapan bantuan tersebut akan cair.
""BLT mitigasi risiko pangan kita sedang melihat seluruh postur dari APBN. (Dicairkannya kapan?) Nanti kita lihat lagi,"" kata Airlangga kepada wartawan di kantornya, Jakarta Pusat, Senin (22/4/2024).
Airlangga membantah jika program tersebut terkendala pada anggaran dan data penerima.
""Nggak ada kendala. Anggarannya pasti ada. (Kenapa belum cair?) Tunggu saja,"" imbuhnya.
Sebagai informasi, pemerintah berencana memberikan BLT mitigasi risiko pangan. Bantuan itu awalnya direncanakan untuk periode Januari-Februari-Maret 2024 sebesar Rp 200 ribu per bulan.
Pencairan BLT mitigasi risiko pangan akan dilakukan dengan cara dirapel atau diberikan sekaligus sebesar Rp 600 ribu. Anggaran untuk program ini mencapai Rp 11,25 triliun dengan target 18,8 juta Keluarga Penerima Manfaat (KPM).",https://www.detik.com/search/searchall?query=blt&page=3
Penjelasan Jokowi soal Tebar BLT Jelang Pemilu,https://20.detik.com/detikupdate/20240202-240202084/penjelasan-jokowi-soal-tebar-blt-jelang-pemilu,Presiden Joko Widodo (Jokowi) buka suara terkait bantuan langsung tunai (BLT) sebesar Rp 200 ribu /bulan yang akan dicairkan 3 periode sekaligus pada Februari 2024 sebesar Rp 600 ribu. Jokowi menyebut pemberian bantuan itu diperlukan untuk memperkuat daya beli masyarakat.,https://www.detik.com/search/searchall?query=blt&page=3
Bahlil Buka-bukaan Skema Subsidi BBM Jadi BLT Hampir Final,https://finance.detik.com/energi/d-7651478/bahlil-buka-bukaan-skema-subsidi-bbm-jadi-blt-hampir-final,"Menteri ESDM Bahlil Lahadalia buka-bukaan soal progres pembahasan reformasi subsidi energi yang dilakukan pemerintah. Subsidi BBM baru menurutnya sudah hampir final skemanya.
Saat ini, pihaknya tinggal menunggu Presiden Prabowo Subianto yang masih di luar negeri tiba di Indonesia. Prabowo sendiri kemungkinan akan tiba di Indonesia pada 24 November 2024 mendatang.
Setelah Prabowo tiba, Bahlil menegaskan pihaknya akan langsung memaparkan skema subsidi yang sudah dibahas. Bila sudah ada keputusan, pihaknya akan langsung mengumumkan skema baru yang disetujui oleh Prabowo.
""Subsidi BBM sudah hampir final skemanya. Kita nanti tunggu Bapak Presiden balik. Kami akan laporkan secara komprehensif ke Bapak Presiden setelah itu saya akan mengumumkan kepada teman-teman wartawan,"" ungkap Bahlil ditemui di kantornya, Jakarta Pusat, Jumat (22/11/2024).
Sebelumnya, Bahlil pernah mengatakan subsidi BBM dan listrik ada kemungkinan skemanya diubah jadi bantuan langsung tunai (BLT). Nah untuk subsidi listrik dan BBM sejauh ini pihaknya masih melakukan pengkajian mendalam skema subsidi baru yang akan diterapkan. Hal ini diungkapkan usai Bahlil melakukan rapat koordinasi dengan beberapa kementerian di kantornya.
""Untuk subsidi listrik, untuk subsidi listrik sama BBM, kami masih melakukan exercise secara mendalam karena kita harus hati-hati, karena kita harus menunggu laporan dari teman-teman dari Pertamina, BPH Migas, dan PLN secara mendalam,"" ungkap Bahlil di kantornya, Jakarta Pusat, Senin (4/11/2024) yang lalu.
Ketika ditanya soal kemungkinan skema subsidi diubah jadi BLT, Bahlil pun membenarkan. Opsi yang dibahas memang mengerucut ke kebijakan tersebut.
""BLT-nya salah satu opsi dan akan diputuskan nanti pada hari yang tepat. Dan opsinya saya pikir lebih mengerucut ke sana,"" ungkap Bahlil.
Dia juga bilang nantinya subsidi akan ada yang berbentuk tunai dan juga barang untuk komoditas BBM dan listrik. ""Jadi subsidi tetap ada, cuma ada yang berbentuk cash dan ada yang berbentuk barang,"" kata Bahlil.
Namun, Bahlil menyatakan subsidi untuk tabung gas LPG 3 kilogram tidak akan mengalami perubahan skema menjadi Bantuan Langsung Tunai (BLT).
Namun Bahlil bilang subsidi tepat sasaran akan tetap diupayakan untuk penyaluran LPG. Skema yang dipilih adalah subsidi tertutup dengan pendaftaran melalui NIK seperti yang selama ini sudah mulai dilakukan. Masyarakat yang butuh subsidi akan diminta mendaftar, apabila profilnya tepat untuk menerima subsidi maka akan diberikan LPG subsidi.
""Kami sudah memutuskan untuk LPG kami akan mengusulkan kepada Bapak Presiden untuk tidak dilakukan koreksi apa-apa,"" ungkap Bahlil.",https://www.detik.com/search/searchall?query=blt&page=3
Segini Besaran BLT Dana Cukai Tembakau yang Diterima Buruh Rokok Surabaya,https://www.detik.com/jatim/berita/d-7427821/segini-besaran-blt-dana-cukai-tembakau-yang-diterima-buruh-rokok-surabaya,"Belasan ribu buruh pabrik rokok di Surabaya mulai mendapatkan bantuan langsung tunai (BLT) dari dana bagi hasil cukai hasil tembakau (DBHCT). Segini besaran BLT yang diterima mereka.
BLT ini diberikan langsung oleh Pj Gubernur Jatim Adhy Karyono di Pabrik PT HM Sampoerna, Surabaya pada Rabu (3/7/2024). Namun, besaran BLT mengalami penurunan dibanding tahun lalu.
Di tahun ini, masing-masing buruh mendapat BLT DBHCT sebanyak Rp 1.031.145. Angka ini menurun dari tahun lalu, yang mana buruh mendapat Rp 1.500.000. Sebab, jumlah buruh penerima BLT meningkat dari sebelumnya sebanyak 9.256 menjadi 13.469 buruh.
Salah satu buruh rokok, Hossy merasa senang atas bantuan ini. Meski jumlahnya tak sebanyak sebelumnya, yakni Rp 1,5 juta.
""Alhamdulillah buat tambah-tambahan memenuhi kebutuhan,"" kata Hossy, Senin (8/7/2024).
Adhy memaparkan, berdasarkan Permenkeu No. 6 Tahun 2024 dan Peraturan Gubernur Jatim No. 84 Tahun 2023, dijelaskan pendapatan bagi hasil Jatim sebesar 3 persen dari total penerimaan negara sebesar Rp 2,77 triliun.
""Dari 3 persen itu pendapatannya kita bagi secara merata. Namun, tugas (Pemprov) Jatim lintas wilayah, yang domisili Surabaya misal DBHCT diberikan oleh daerah. Jadi semua akan dapat,"" papar Adhy di Pabrik Sampoerna, Rungkut beberapa waktu lalu.
""Total buruh tahun ini meningkat dari 9.259 menjadi 13 ribu. Artinya ada peningkatan penyerapan tenaga kerja buruh di pabrik rokok,"" ujar Adhy.
Ia berharap, BLT DBHCT dapat meringankan beban buruh di Jatim. Khususnya bisa memenuhi kebutuhan dasar hidup.
""Ini bagian upaya bukan hanya memenuhi hak dari hasil rokok saja, tapi juga bagian dari social protection bagaimanapun buruh (gaji) UMR ada plus minus belum cukup. Dengan tambahan ini tingkat proteksi lebih tinggi dan untuk kebutuhan dasar dan pengurangan beban,"" jelas mantan pejabat Kemensos RI itu,"" harapnya.",https://www.detik.com/search/searchall?query=blt&page=3
Ini Tiga Bocoran Pengalihan Subsidi BBM ke BLT,https://finance.detik.com/energi/d-7636915/ini-tiga-bocoran-pengalihan-subsidi-bbm-ke-blt,"Menteri ESDM Bahlil Lahadalia buka-bukaan soal skema penyaluran subsidi energi, termasuk BBM dan LPG, agar lebih tepat sasaran. Menurut Bahlil pemerintah sedang menyiapkan tiga skema untuk subsidi tepat sasaran.
Bahlil menyebut Presiden Prabowo Subianto sudah membentuk tim khusus untuk membahas hal tersebut. Tim tersebut lah yang kemudian merumuskan formulasi untuk subsidi energi.
""Presiden Prabowo membentuk tim, yang mana tim itu adalah subsidi tepat sasaran. Dalam ratas sudah diputuskan, di mana kami yang ditugaskan sebagai ketua tim dari ESDM. Rapat kami sudah lakukan 2-3 kali. Sekarang tim lagi bekerja, lagi mencari formulasi,"" katanya dalam rapat kerja dengan Komisi XII DPR RI di Senayan, Jakarta Pusat, Rabu (13/11/2024).
Berikut bocorannya:
Pertama,mengalihkan subsidi BBM menjadi bantuan langsung tunai. Namun, kata dia, rumah sakit, transportasi, sekolah, hingga gereja yang menikmati subsidi dari skema yang ada saat ini ke depannya tidak akan mendapat subsidi lagi.
""Kalau ini kita alihkan ke BLT maka rumah sakit, sekolah, gereja, masjid, yang selama ini mendapatkan subsidi, itu berarti nggak dapat. UMKM dan segala macamnya, transportasi umum,"" beber Bahlil.
Kedua,tetap menggunakan skema BLT, namun semua fasilitas umum tetap mendapat subsidi. Hal ini bertujuan untuk menahan inflasi agar tidak melonjak.
""Atau alternatifketiga, kita lagi memformulasikan agar sebagian yang disubsidi barang, itu bisa dinaikkan angkanya. Hari ini saya belum bisa menjelaskan secara detail, karena masih dalam pembahasan,"" tuturnya.
Bahlil menyatakan akan melapor dulu kepada Prabowo terkait ketiga formulasi tersebut. Setelah ada keputusan barulah pihaknya akan melapor ke DPR RI.
Pada kesempatan itu Bahlil menyebut skema subsidi terhadap LPG tidak akan diubah menjadi BLT. Hal itu merupakan aspirasi dari pelaku UMKM.
Saksikan juga video: Bahlil Sebut Kebocoran Subsidi BBM-Listrik Sampai Rp 100 T
[Gambas:Video 20detik]",https://www.detik.com/search/searchall?query=blt&page=3
"Senyum Semringah Buruh Pabrik Rokok Terima BLT Rp 1,4 Juta Dana Hasil Cukai",https://finance.detik.com/foto-bisnis/d-7445389/senyum-semringah-buruh-pabrik-rokok-terima-blt-rp-1-4-juta-dana-hasil-cukai,"Surabaya- Pemerintah Kota Surabaya menyalurkan Bantuan Langsung Tunai (BLT) Dana Bagi Hasil Cukai Tembakau (DBHCT) Tahun 2024. Jumlahnya senilai Rp1,4 juta per penerima.",https://www.detik.com/search/searchall?query=blt&page=3
Bahlil Blak-blakan Opsi Subsidi Jadi BLT buat BBM-Listrik,https://finance.detik.com/energi/d-7617999/bahlil-blak-blakan-opsi-subsidi-jadi-blt-buat-bbm-listrik,"Menteri Energi dan Sumber Daya Mineral (ESDM) Bahlil Lahadalia buka-bukaan soal rencana mengubah skema subsidi energi. Bahlil mengatakan skema itu tengah digodok sementara untuk subsidi bahan bakar minyak (BBM) dan listrik.
Sementara untuk LPG, pihaknya masih akan mempertimbangkan karena penyaluran produk tersebut menyangkut keberlangsungan UMKM dan rumah tangga.
""Tapi kita akan mencoba untuk mencari formulasi listrik dan BBM,"" kata Bahlil di Kementerian ESDM, Jumat (1/11/2024).
Pihaknya akan menggodok opsi skema subsidi menjadi Bantuan Langsung Tunai (BLT). Namun, tidak menutup kemungkinan akan dibuat beberapa opsi lainnya.
""Opsi A bisa ke BLT langsung, opsi B-nya nanti kita lagi pikirkan. Ada beberapa opsi lah, tapi belum ada keputusan,"" terangnya.
Untuk menggodok skema subsidi yang baru, tidak hanya Kementerian ESDM, tetapi juga melibatkan Kementerian Sosial, Pertamina, PLN dan Badan Pusat Statistik (BPS).
Alasan Skema Subsidi Diubah
Adapun alasan skema subsidi energi ini harus diubah, karena subsidi yang dikeluarkan pemerintah semakin besar. Namun selama ini tidak tepat sasaran, padahal harus diterima oleh yang berhak.
Dia mencontohkan subsidi BBM yang juga digunakan kepada mobil dengan cubicle centimeter (CC) yang besar dan pelat hitam. Menurutnya hal itu yang perlu menjadi perhatian.
""Ini kan subsidi kita itu kan totalnya kan Rp 435 triliun ya. Terdiri dari LPG, kemudian listrik, kemudian BBM. Nah, kami nanti rapat kemungkinan hari Senin atau Selasa. Kami mulai rapatkan untuk menggodok karena ditengarai bahwa sebagian subsidi kita itu tidak tepat sasaran,"" pungkasnya.
Lihat Video: Menteri Bahlil Ngaku Susah Bangun Pagi saat Ikut Retret
[Gambas:Video 20detik]",https://www.detik.com/search/searchall?query=blt&page=3
"Skema Baru Subsidi Energi Lagi Digodok, Diubah Jadi BLT?",https://finance.detik.com/berita-ekonomi-bisnis/d-7617265/skema-baru-subsidi-energi-lagi-digodok-diubah-jadi-blt,"Kementerian Kementerian Energi dan Sumber Daya Mineral (ESDM) mulai menggodok skema subsidi baru untuk bahan bakar minyak (BBM) hingga listrik. Sekretaris Jenderal Kementerian ESDM Dadan Kusdiana mengatakan pihaknya tengah menggodok terutama terkait data hingga opsi untuk kebijakan tersebut.
Adanya perubahan kebijakan subsidi ini juga telah dibahas oleh Presiden Prabowo Subianto dengan jajarannya. Menteri ESDM Bahlil Lahadalia ditunjuk langsung oleh Prabowo menjadi ketua tim khusus pembahas subsidi.
""Ini masih dirapatkan. Pak Menteri kan akan melaporkan ke Pak Presiden, saya di bawahnya harus siapin opsi, pembahasan data terutama, data dari mana. Itu akan saya lakukan hari ini,"" kata Dadan ditemui di Kantor Kementerian ESDM, Jakarta Pusat, Jumat (1/11/2024).
Dadan juga akan mempersiapkan data siapa saja penerima dari subsidi ke depan. Untuk mendukung persiapan data, Kementerian ESDM akan melibatkan Badan Pusat Statistik (BPS).
""Kita akan undang BPS, data secara nasional kan BPS,"" jelasnya.
Pihaknya memastikan juga akan menggodok persyaratan dari kebijakan subsidi baru tersebut. Ia pun mencontohkan bagaimana menentukan syarat dari skema subsidi listrik.
""(Hasilnya) kita sampaikan ke Pak Menteri, Pak Menteri ke Pak Presiden, kalau rumah tangga ini, segini kWh-nya, siapa yang akan dapat, tidak dapat, itu wilayah-wilayahnya nanti diputuskan, kami tim teknis membuat opsi-opsinya,"" pungkasnya.
Terkait dengan rencana apakah kebijakan subsidi akan diubah menjadi Bantuan Langsung Tunai (BLT), Menteri ESDM Bahlil Lahadalia sebelumnya telah buka suara. Bahlil menyebut BLT menjadi salah satu opsi pada kebijakan ke depan. Karena keputusannya masih butuh pembahasan berikutnya.
""Ada beberapa formulasi. Salah satu alternatifnya seperti itu. Nanti itu keputusannya akan disampaikan setelah tim ini bekerja, selesai, kami akan lapor kepada bapak presiden,"" ungkap Bahlil, di Kompleks Istana Kepresidenan, Jakarta Pusat, Kamis (31/10/2024).
Bahlil sebagai ketua tim khusus pembahas subsidi diminta Prabowo untuk menyusun data-data subsidi sebagai referensi kebijakan Prabowo.
""Selain itu juga kami membahas beberapa langkah-langkah terkait dengan subsidi tepat sasaran, dan ini kita lagi godok. Kebetulan kami sendiri yang ditunjuk sebagai ketua tim dan dalam waktu dekat kita akan melaporkan ke Pak Presiden untuk kemudian jadi materi atau bahan referensi keputusan Presiden,"" jelasnya.",https://www.detik.com/search/searchall?query=blt&page=3
"Heboh Kabar BLT Rp 5 Juta buat UMKM, Kementerian Pastikan Hoaks",https://finance.detik.com/berita-ekonomi-bisnis/d-7755132/heboh-kabar-blt-rp-5-juta-buat-umkm-kementerian-pastikan-hoaks,"Beredar di media sosial kabar terkait adanya bantuan langsung tunai (BLT) untuk usaha mikro kecil dan menengah (UMKM) sebesar Rp 5 juta. Kementerian UMKM membantah kabar tersebut.
Melalui unggahan di akun Instagram @kementerianumkm, terdapat konten yang berisi BLT untuk UMKM Rp 5 juta untuk semua pelaku usaha. Kementerian UMKM menegaskan kabar itu terindikasi penipuan.
""Beredar informasi berisi konten terkait BLT UMKM Bantuan 5 Juta untuk semua pelaku UMKM. Faktanya unggahan tersebut tidak benar dan terindikasi penipuan,"" tulis akun Kementerian UMKM, Kamis (30/1/2025).
Kementerian UMKM menegaskan bahwa tidak ada program BLT UMKM, baik dari Kementerian UMKM maupun dari pemerintah pusat. ""Kementerian UMKM dengan tegas menginfokan kepada Teman UMKM bahwa tidak ada program BLT UMKM dari Kementerian UMKM ataupun dari Pemerintah,"" imbuhnya.
Kementerian UMKM menjelaskan bahwa informasi palsu alias hoaks itu disebarkan di berbagai saluran. Adapun modus yang sering digunakan pelaku mengharuskan UMKM melakukan beberapa hal, yakni mengisi data pribadi melalui formulir atau link tidak resmi dan menjanjikan bantuan, hibah, atau program pemerintah yang sebenarnya tidak ada.
""Harap hati-hati dan bijak dalam menggunakan data pribadi. Informasi resmi hanya melalui kanal media sosial Kementerian UMKM dan website resmi umkm.go.id,"" tambah Kementerian UMKM.
[Gambas:Instagram]
Tonton juga Video: Subsidi BBM-Listrik Tak Tepat Sasaran, Bahlil Bakal Kaji Jadi BLT
[Gambas:Video 20detik]",https://www.detik.com/search/searchall?query=blt&page=3
Airlangga Pastikan BLT Rp 600 Ribu Cair Sebelum Lebaran,https://finance.detik.com/berita-ekonomi-bisnis/d-7231947/airlangga-pastikan-blt-rp-600-ribu-cair-sebelum-lebaran,"Menteri Koordinator Bidang Perekonomian Airlangga Hartarto menyatakan Bantuan Langsung Tunai (BLT) mitigasi risiko pangan sebesar Rp 600 ribu akan cair sebelum Lebaran. Jadwal pencairan ini beberapa kali sempat mundur.
""Terkait BLT mitigasi risiko pangan akan dilakukan di semester ini. Ya mungkin sebelum Lebaran, tunggu sidang isbat dulu,"" kata Airlangga sambil berkelakar kepada wartawan di kantornya, Jakarta Pusat, Jumat (8/3/2024).
Dalam kesempatan sebelumnya, Airlangga mengatakan penyaluran BLT Rp 600 ribu masih dalam proses untuk bisa dicairkan. Salah satu yang menjadi kendala terkait penganggaran yang ada di Kementerian Sosial (Kemensos).
""Penyaluran kita harapkan (secepatnya) kan sekarang masih membutuhkan penganggaran di Kementerian Sosial dan kemudian berkontrak dengan PT Pos karena penyaluran melalui PT Pos secara biaya lebih murah daripada melalui Himbara,"" kata Airlangga kepada wartawan di kantornya, Jakarta Pusat, Jumat (16/2/2024).
Sebagai informasi, pemerintah berencana memberikanBLTmitigasi risiko pangan. Bantuan sebesar Rp 200 ribu per bulan berlaku untuk periode Januari-Februari-Maret 2024 dan akan dievaluasi setiap 3 bulan.
Pencairan BLT akan dilakukan dengan cara dirapel atau diberikan sekaligus sebesar Rp 600 ribu. Anggaran untuk program ini mencapai Rp 11,25 triliun dengan target 18,8 juta Keluarga Penerima Manfaat (KPM).
""Dirapel karena kan kita ada sensus untuk kemiskinan ekstrim targetnya 0, jadi jangan sampai momentum atau siklusnya lewat,"" ucap Airlangga.",https://www.detik.com/search/searchall?query=blt&page=3
